,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
823,944,545,0,1,3,0,TA,3,0.0,0.0,6,6,0.0,0.0,TA,778.0,1,2,2,4,0,TA,TA,12,13,1,Gd,1,0,2,6,240.0,1.0,NG,0,NG,0,0,1489,0,1,TA,0,824,1,TA,3,0,9900,4,60.0,3,0,50,3,0.0,3,1,0,7,18,0,7,6,2,0,NPool,1,1,4,139500.0,8,0,1,7,778.0,0,335,1940,1950,2009
824,1489,0,0,1,3,0,Gd,3,0.0,0.0,6,6,0.0,0.0,Gd,1489.0,1,2,2,4,0,TA,Gd,12,13,4,Gd,1,2,2,6,776.0,2.0,NG,0,NG,0,0,1489,0,1,Ex,2,825,1,Gd,3,0,11216,4,81.0,3,0,20,1,0.0,3,1,0,6,21,140,5,8,2,0,NPool,1,1,5,232600.0,6,0,1,7,1489.0,0,0,2006,2006,2006
825,2084,0,0,1,2,0,TA,0,1636.0,0.0,2,6,1.0,0.0,Ex,442.0,1,4,4,4,0,TA,Ex,5,5,4,Gd,1,2,2,6,1220.0,3.0,NG,0,NG,0,0,2084,0,1,Ex,2,826,1,Ex,3,0,14803,4,114.0,3,0,20,3,816.0,1,1,0,6,16,45,5,10,2,0,NPool,1,3,5,385000.0,6,0,1,7,2078.0,0,188,2007,2008,2008
826,784,0,0,1,2,0,TA,3,784.0,0.0,0,6,1.0,0.0,TA,0.0,1,2,2,4,116,TA,TA,8,8,4,NFQu,0,0,1,6,0.0,0.0,NG,0,NG,0,0,784,0,1,Gd,1,827,1,Gd,3,0,6130,4,50.0,3,0,45,4,0.0,3,1,0,5,3,0,6,5,2,0,NPool,1,1,4,109500.0,8,0,1,5,784.0,0,0,1924,1950,2008
827,1434,0,0,1,3,0,TA,3,20.0,0.0,2,6,0.0,0.0,Gd,1434.0,1,2,2,4,0,TA,Gd,12,13,4,TA,1,2,2,6,527.0,2.0,NG,0,NG,0,0,1434,0,1,Ex,2,828,1,Gd,3,0,8529,4,65.0,0,0,20,3,0.0,3,1,0,4,20,39,5,7,2,0,NPool,1,1,4,189000.0,8,0,1,6,1454.0,0,290,2001,2001,2009
828,1160,966,0,1,3,0,Gd,1,249.0,764.0,3,0,0.0,1.0,TA,0.0,1,2,2,4,0,TA,TA,9,10,4,NFQu,0,2,2,3,538.0,2.0,NG,0,NG,0,0,2126,1,1,TA,5,829,1,TA,2,2,28698,1,68.0,1,0,60,3,0.0,3,1,0,6,4,0,5,5,2,0,NPool,5,0,0,185000.0,8,225,1,7,1013.0,0,486,1967,1967,2009
829,520,623,0,2,2,3,TA,3,0.0,0.0,6,6,0.0,0.0,Gd,600.0,1,2,2,4,0,TA,Gd,8,8,4,NFQu,0,2,2,6,480.0,2.0,NG,0,NG,0,0,1223,1,1,Ex,5,830,1,Gd,3,0,2544,4,24.0,3,80,160,1,0.0,3,1,0,7,21,166,5,7,2,0,NPool,1,1,4,147400.0,8,0,1,4,600.0,0,0,2005,2005,2006
830,1392,0,0,1,3,0,TA,3,1040.0,0.0,5,6,1.0,0.0,TA,352.0,1,2,2,0,0,TA,TA,6,6,4,Gd,2,1,1,6,458.0,2.0,NG,0,NG,0,0,1392,1,1,TA,2,831,1,TA,3,0,11900,0,80.0,0,0,20,3,387.0,1,1,0,6,12,0,5,6,2,0,NPool,1,1,4,166000.0,8,192,1,6,1392.0,0,0,1957,1957,2008
831,520,600,0,2,2,4,TA,3,0.0,0.0,6,6,0.0,0.0,Gd,600.0,1,2,2,4,0,TA,TA,8,8,4,NFQu,0,2,2,6,480.0,2.0,NG,0,NG,0,0,1200,1,1,Ex,5,832,1,Gd,3,0,3180,4,30.0,3,80,160,1,0.0,3,1,0,6,21,166,5,7,2,0,NPool,1,1,4,151000.0,8,0,1,4,600.0,0,0,2005,2005,2006
832,941,888,0,1,3,0,TA,3,483.0,0.0,2,6,1.0,0.0,Gd,458.0,1,2,2,4,0,TA,Gd,12,13,4,TA,1,2,2,6,613.0,2.0,NG,0,NG,0,0,1829,1,1,Ex,5,833,1,Gd,3,0,9548,1,44.0,0,0,60,3,223.0,1,1,0,1,5,39,6,7,2,0,NPool,1,1,4,237000.0,8,0,1,7,941.0,0,192,2003,2003,2010
833,1516,0,0,1,3,0,TA,3,196.0,345.0,5,1,0.0,0.0,TA,975.0,1,2,2,4,0,TA,TA,6,10,4,NFQu,0,1,1,6,472.0,2.0,NG,0,NG,0,0,1516,1,1,TA,2,834,1,TA,3,0,10004,4,100.0,3,0,20,3,180.0,1,1,0,2,12,0,6,6,2,0,NPool,1,1,4,167000.0,8,152,1,6,1516.0,0,0,1964,1964,2009
834,1144,0,0,1,3,0,TA,3,572.0,0.0,5,6,1.0,0.0,TA,572.0,1,2,2,4,0,TA,TA,12,13,1,NFQu,0,1,1,6,456.0,2.0,NG,0,NG,0,0,1144,0,1,Gd,2,835,1,TA,3,0,7875,4,75.0,3,0,20,3,136.0,1,1,0,9,12,0,6,5,2,0,NPool,1,1,4,139950.0,8,0,1,6,1144.0,0,0,1961,1961,2008
835,1067,0,0,1,2,0,TA,3,442.0,0.0,1,6,0.0,0.0,Gd,625.0,1,2,2,4,0,TA,TA,12,6,4,NFQu,0,1,2,3,436.0,2.0,NG,0,NG,0,0,1067,0,1,TA,2,836,1,Gd,3,0,9600,4,60.0,3,0,20,3,0.0,3,1,0,2,19,0,7,4,2,0,NPool,1,1,4,128000.0,8,0,1,4,1067.0,0,290,1950,1995,2010
836,1559,0,0,2,2,0,TA,3,338.0,0.0,5,6,1.0,0.0,TA,1221.0,1,2,2,4,230,TA,TA,12,13,1,NFQu,0,0,1,3,812.0,2.0,NG,0,NG,0,0,1559,0,1,Gd,2,837,1,TA,3,0,8100,4,90.0,3,0,30,4,0.0,3,1,0,6,17,116,6,5,2,0,NPool,1,1,4,153500.0,0,0,1,5,1559.0,0,0,1948,1973,2007
837,483,504,0,1,2,3,TA,3,330.0,0.0,1,6,1.0,0.0,TA,153.0,1,2,2,4,0,TA,TA,6,6,4,NFQu,0,1,1,6,264.0,1.0,NG,0,NG,0,0,987,1,1,TA,5,838,1,TA,3,0,1680,4,21.0,3,0,160,4,158.0,1,1,0,11,2,0,5,6,2,0,NPool,1,1,4,100000.0,8,0,1,5,483.0,0,0,1973,1973,2008
838,1099,0,0,1,3,0,TA,3,0.0,0.0,6,6,0.0,0.0,Gd,1099.0,1,2,2,4,0,TA,TA,12,13,4,NFQu,0,2,1,6,352.0,1.0,NG,0,NG,0,0,1099,1,1,Ex,2,839,1,Gd,3,0,9525,4,75.0,3,0,20,3,0.0,3,1,0,6,5,0,6,5,2,0,NPool,1,1,4,144000.0,8,0,1,6,1099.0,0,278,1995,2006,2008
839,768,432,0,1,3,0,TA,3,352.0,0.0,1,6,0.0,0.0,TA,416.0,1,2,2,4,0,TA,TA,8,8,4,NFQu,0,1,1,6,240.0,1.0,NG,0,NG,0,0,1200,0,1,Ex,0,840,1,TA,3,0,11767,4,70.0,3,0,50,3,0.0,3,1,0,5,7,0,6,5,2,0,NPool,1,1,4,130500.0,8,0,1,6,768.0,0,0,1946,1995,2008
840,810,672,0,1,4,0,TA,3,156.0,0.0,1,6,0.0,0.0,TA,516.0,0,2,2,4,254,TA,TA,13,14,4,NFQu,0,0,2,6,400.0,1.0,NG,0,NG,0,0,1482,0,1,TA,5,841,1,Fa,3,0,12155,4,68.0,0,0,70,2,0.0,3,1,0,3,18,0,8,6,1,0,NPool,1,1,4,140000.0,8,0,1,7,672.0,0,0,1925,1950,2008
841,958,581,0,0,3,0,TA,3,0.0,0.0,6,6,0.0,0.0,TA,650.0,1,2,2,4,68,TA,TA,8,8,4,Po,1,2,2,6,686.0,2.0,NG,0,NG,0,0,1539,0,1,Gd,5,842,1,Gd,3,0,10440,4,60.0,3,0,70,4,0.0,3,1,0,6,17,78,8,5,1,0,NPool,1,1,4,157500.0,8,0,1,8,650.0,0,70,1904,2002,2008
842,1165,0,0,1,3,0,TA,1,312.0,539.0,5,0,1.0,0.0,TA,276.0,1,2,2,4,0,TA,TA,6,6,0,NFQu,0,1,1,6,490.0,2.0,NG,0,NG,0,0,1165,1,1,TA,7,843,1,TA,3,0,9020,4,82.0,3,0,80,3,183.0,1,1,0,5,12,129,7,6,2,0,NPool,1,1,4,174900.0,8,0,1,6,1127.0,0,0,1966,1966,2008
843,1800,0,0,1,6,2,TA,3,0.0,0.0,6,6,0.0,0.0,TA,1800.0,0,0,2,4,0,TA,TA,3,3,4,NFQu,0,1,2,6,0.0,0.0,NG,0,NG,0,0,1800,0,1,Ex,2,844,2,TA,3,0,8000,0,80.0,3,0,90,3,0.0,3,1,0,7,12,0,4,5,2,0,NPool,1,1,4,141000.0,8,0,1,10,1800.0,0,0,1961,1961,2007
844,876,540,0,0,4,0,TA,2,0.0,0.0,6,6,0.0,0.0,TA,876.0,1,0,2,4,194,TA,TA,13,14,4,Gd,1,0,1,6,720.0,3.0,NG,0,NG,0,0,1416,1,1,Gd,0,845,1,TA,3,0,12665,4,100.0,0,0,50,4,0.0,3,1,0,6,17,0,8,5,2,0,NPool,1,1,4,153900.0,8,0,1,7,876.0,0,418,1915,1950,2008
845,1701,0,0,1,3,0,TA,1,1390.0,0.0,0,6,1.0,0.0,Gd,0.0,1,5,2,4,0,TA,TA,6,6,4,TA,2,1,2,3,611.0,2.0,NG,0,NG,0,0,1701,0,1,TA,6,846,1,TA,3,0,16647,1,68.0,0,0,85,3,0.0,3,1,0,1,19,0,5,5,2,0,NPool,1,1,4,171000.0,8,0,1,6,1390.0,0,0,1975,1981,2007
846,1006,769,0,1,3,0,TA,3,513.0,0.0,0,6,1.0,0.0,Gd,227.0,1,2,2,4,192,TA,Gd,6,6,4,TA,1,2,2,6,425.0,2.0,NG,0,NG,0,0,1775,1,1,Ex,5,847,1,Gd,3,0,9317,4,75.0,3,0,60,3,137.0,1,1,0,7,20,72,5,7,2,0,NPool,1,1,4,213000.0,8,0,1,7,740.0,0,234,1993,1993,2009
847,864,0,0,1,3,0,TA,0,460.0,0.0,1,6,1.0,0.0,TA,404.0,1,2,2,4,0,TA,TA,6,10,4,Fa,1,1,1,6,338.0,1.0,NG,0,NG,0,0,864,0,1,Ex,2,848,1,TA,3,0,15523,1,36.0,0,0,20,3,0.0,3,1,0,8,5,0,6,5,2,0,NPool,1,1,4,133500.0,8,0,1,5,864.0,0,0,1972,1972,2009
848,1307,1051,0,1,5,0,TA,3,0.0,0.0,6,6,0.0,0.0,TA,907.0,1,2,2,4,0,TA,TA,13,14,4,Gd,1,0,3,6,360.0,2.0,NG,0,NG,0,0,2358,0,1,TA,0,849,1,TA,0,0,45600,4,75.0,1,0,50,3,0.0,3,1,0,9,4,40,8,6,2,0,NPool,1,1,4,240000.0,8,175,1,10,907.0,0,486,1908,1997,2008
849,1094,761,0,1,3,0,TA,3,0.0,0.0,6,6,0.0,0.0,TA,528.0,1,1,2,4,0,Gd,Gd,9,10,4,TA,1,1,2,6,512.0,2.0,NG,0,NG,0,0,1855,1,1,Ex,7,850,1,TA,3,0,9600,2,80.0,3,0,80,3,360.0,1,1,0,8,24,100,7,6,2,0,NPool,1,3,4,187000.0,8,0,1,7,528.0,0,113,1976,1994,2007
850,848,0,0,1,1,4,TA,0,659.0,0.0,2,6,1.0,0.0,Gd,189.0,1,2,2,4,0,TA,Gd,12,13,4,NFQu,0,2,1,6,420.0,2.0,NG,0,NG,0,0,848,0,1,Ex,2,851,1,Gd,3,0,4435,4,36.0,3,0,120,4,170.0,1,1,0,11,5,0,5,6,2,0,NPool,1,1,4,131500.0,8,0,1,3,848.0,0,140,2003,2003,2007
851,1456,0,0,1,2,4,TA,1,0.0,0.0,6,6,0.0,0.0,Gd,1273.0,1,2,2,4,0,TA,Gd,12,13,4,TA,1,2,2,6,400.0,2.0,NG,0,NG,0,0,1456,0,1,Ex,2,852,1,Gd,3,0,3196,4,68.0,3,0,120,3,40.0,1,1,0,5,0,20,5,8,2,0,NPool,1,1,4,215000.0,8,0,1,7,1273.0,0,143,2003,2003,2006
852,918,728,0,1,4,0,TA,3,364.0,0.0,5,6,0.0,0.0,TA,554.0,1,2,2,4,0,Gd,TA,8,8,2,Gd,2,1,2,6,240.0,1.0,NG,0,NG,0,0,1646,0,1,Gd,4,853,1,TA,3,0,7128,4,53.0,3,0,75,3,0.0,3,1,0,8,6,0,5,7,2,0,NPool,1,1,4,164000.0,8,126,1,7,918.0,0,0,1941,1950,2007
853,1445,0,0,1,3,0,TA,1,564.0,0.0,5,6,0.0,0.0,TA,563.0,1,2,2,4,0,Gd,TA,8,6,2,Fa,1,1,1,6,645.0,2.0,NG,0,NG,0,0,1445,1,1,TA,7,854,1,TA,3,0,12095,0,68.0,0,0,80,3,115.0,1,1,0,8,12,0,6,6,2,0,NPool,1,1,4,158000.0,8,0,1,7,1127.0,0,180,1964,1964,2009
854,1779,0,0,1,3,0,TA,2,306.0,1085.0,0,5,1.0,0.0,TA,372.0,1,2,2,4,0,TA,TA,13,10,4,Gd,1,1,1,6,454.0,2.0,NG,0,NG,0,0,1779,1,1,TA,2,855,1,TA,3,0,17920,4,102.0,3,0,20,3,0.0,3,1,0,7,19,418,4,5,2,0,NPool,1,3,0,170000.0,8,312,1,6,1763.0,0,0,1955,1974,2006
855,1040,0,0,1,3,0,TA,3,659.0,0.0,0,6,1.0,0.0,TA,381.0,1,2,2,4,0,Gd,TA,6,6,4,NFQu,0,1,1,6,260.0,1.0,NG,0,NG,0,0,1040,1,1,Ex,2,856,1,TA,3,0,6897,0,68.0,0,0,20,3,0.0,3,1,0,4,19,104,8,5,2,0,NPool,1,1,4,127000.0,8,0,1,6,1040.0,0,0,1962,2010,2010
856,1026,0,0,1,3,0,Gd,1,505.0,435.0,2,3,1.0,0.0,Gd,0.0,1,2,2,4,34,TA,TA,9,6,2,NFQu,0,1,1,6,576.0,2.0,NG,0,NG,0,0,1026,0,1,TA,7,857,1,TA,2,1,10970,4,68.0,0,0,80,3,0.0,3,1,0,10,5,0,6,6,2,0,NPool,1,1,4,147000.0,8,0,1,5,940.0,0,0,1978,1978,2008
857,702,779,0,1,3,0,TA,3,0.0,0.0,6,6,0.0,0.0,Gd,702.0,1,2,2,4,0,TA,TA,6,6,4,TA,1,2,2,6,343.0,2.0,NG,0,NG,0,0,1481,1,1,Gd,5,858,1,TA,3,0,8125,4,65.0,3,0,60,3,0.0,3,1,0,3,8,36,5,6,2,0,NPool,1,1,4,174000.0,8,0,1,6,702.0,0,0,1994,1995,2009
858,1370,0,0,1,3,0,TA,3,0.0,0.0,6,6,0.0,0.0,Gd,1090.0,1,2,2,4,0,TA,TA,6,6,2,TA,1,1,2,6,479.0,2.0,NG,0,NG,0,0,1370,0,1,TA,2,859,1,TA,3,0,10400,4,80.0,3,0,20,3,189.0,1,1,0,6,14,0,5,7,2,0,NPool,1,1,3,152000.0,8,0,1,6,1090.0,0,0,1976,1976,2009
859,1512,1142,0,1,4,0,TA,2,619.0,0.0,1,6,1.0,0.0,TA,435.0,1,3,2,4,0,TA,TA,6,6,4,Gd,1,1,2,6,619.0,2.0,NG,0,NG,0,0,2654,1,1,TA,5,860,1,Gd,3,0,11029,0,68.0,0,0,60,3,220.0,1,1,0,8,14,65,7,6,2,0,NPool,1,1,4,250000.0,8,222,1,9,1054.0,0,0,1968,1984,2006
860,912,514,0,1,3,0,TA,3,0.0,0.0,6,6,0.0,0.0,TA,912.0,1,2,2,4,0,TA,Gd,13,14,0,Gd,1,0,1,6,216.0,1.0,NG,0,NG,0,0,1426,1,1,Gd,0,861,1,Gd,3,0,7642,0,55.0,3,0,50,3,0.0,3,1,0,6,6,240,8,7,2,0,NPool,1,1,4,189950.0,8,0,1,7,912.0,0,0,1918,1998,2007
861,1039,0,0,1,3,1,TA,2,841.0,0.0,1,6,1.0,0.0,TA,198.0,1,2,2,4,0,TA,TA,9,6,4,NFQu,0,2,1,6,504.0,2.0,NG,0,NG,0,0,1039,1,1,Ex,2,862,1,TA,3,0,11625,4,75.0,3,0,190,3,0.0,3,1,0,4,19,0,4,5,2,0,NPool,1,3,4,131500.0,8,0,1,6,1039.0,0,0,1965,1965,2010
862,1097,0,0,1,3,0,TA,3,338.0,0.0,2,6,0.0,0.0,Gd,702.0,1,2,2,4,0,TA,TA,6,10,0,NFQu,0,2,2,6,480.0,2.0,NG,0,NG,0,0,1097,0,1,TA,2,863,1,TA,3,0,9672,0,81.0,3,0,20,3,0.0,3,1,0,5,20,0,5,6,2,0,NPool,1,3,4,152000.0,8,0,1,6,1040.0,0,0,1984,1985,2010
863,1148,0,0,1,3,0,TA,3,1148.0,0.0,1,6,1.0,0.0,TA,0.0,1,2,2,4,0,TA,TA,3,10,0,NFQu,0,1,1,6,672.0,1.0,NG,0,NG,0,0,1148,0,1,TA,2,864,1,TA,3,0,7931,4,70.0,3,0,20,3,0.0,3,1,0,7,12,0,5,5,2,0,NPool,1,3,4,132500.0,8,0,1,6,1148.0,0,0,1959,1959,2009
864,1372,0,0,1,3,0,TA,3,0.0,0.0,6,6,0.0,0.0,Ex,1372.0,1,2,2,4,0,TA,Gd,12,13,4,NFQu,0,2,2,6,529.0,2.0,NG,0,NG,0,0,1372,0,1,Ex,2,865,1,Gd,3,0,8640,4,72.0,3,0,20,1,0.0,3,1,0,5,21,140,5,7,2,0,NPool,1,1,5,250580.0,6,0,1,6,1372.0,0,0,2007,2008,2008
865,1002,0,0,1,3,0,TA,3,828.0,0.0,1,6,1.0,0.0,TA,174.0,1,2,2,4,0,TA,TA,8,8,2,NFQu,0,1,1,6,902.0,2.0,NG,0,NG,0,0,1002,0,1,TA,2,866,1,TA,3,0,8750,4,68.0,0,0,20,3,76.0,1,1,0,8,12,0,6,5,2,0,NPool,1,1,4,148500.0,8,0,1,5,1002.0,0,0,1970,1970,2009
866,1646,0,0,1,3,0,TA,0,0.0,0.0,6,6,0.0,0.0,Gd,1638.0,1,2,2,4,0,TA,Gd,12,13,4,Gd,1,2,2,6,870.0,3.0,NG,0,NG,0,0,1646,0,1,Ex,2,867,1,Gd,1,0,10656,4,67.0,0,0,20,3,274.0,4,1,0,11,23,80,5,8,2,0,NPool,1,1,5,248900.0,6,0,1,6,1638.0,0,192,2006,2007,2007
867,1120,0,0,1,3,0,TA,3,932.0,0.0,0,6,1.0,0.0,TA,108.0,1,1,2,4,0,TA,TA,12,13,4,NFQu,0,1,1,6,544.0,2.0,NG,0,NG,0,0,1120,1,1,TA,2,868,1,Fa,3,0,6970,0,85.0,3,0,20,3,0.0,3,3,400,5,19,0,5,4,2,0,NPool,1,1,4,129000.0,8,0,1,5,1040.0,0,168,1961,1961,2007
868,1547,720,0,1,2,0,NoBsmt,4,0.0,0.0,4,4,0.0,0.0,NoBsmt,0.0,1,1,2,4,0,TA,TA,9,10,4,TA,1,3,2,6,672.0,2.0,NG,0,NG,0,0,2320,0,1,Gd,5,869,1,TA,3,0,14762,0,68.0,1,53,60,3,0.0,3,1,0,5,8,144,6,5,1,0,NPool,1,1,4,169000.0,8,0,1,7,0.0,0,120,1948,1950,2006
869,1062,887,0,1,3,0,TA,3,750.0,0.0,2,6,1.0,0.0,Gd,300.0,1,2,2,4,0,TA,Gd,8,8,0,TA,1,2,2,6,574.0,2.0,NG,0,NG,0,0,1949,1,1,Ex,5,870,1,Gd,3,0,9938,4,80.0,3,0,60,3,246.0,1,1,0,6,20,90,5,7,2,0,NPool,1,1,4,236000.0,8,0,1,8,1050.0,0,156,1993,1994,2010
870,894,0,0,1,2,0,TA,3,0.0,0.0,6,6,0.0,0.0,TA,894.0,0,4,2,4,0,TA,TA,8,8,4,NFQu,0,1,1,6,308.0,1.0,NG,0,NG,0,0,894,0,1,Gd,2,871,1,TA,3,0,6600,4,60.0,3,0,20,3,0.0,3,1,0,8,12,0,5,5,2,0,NPool,1,3,4,109500.0,8,0,1,5,894.0,0,0,1962,1962,2009
871,804,878,0,1,3,0,TA,3,505.0,0.0,2,6,0.0,0.0,Gd,299.0,1,2,2,4,0,TA,TA,12,13,4,NFQu,0,2,2,6,523.0,2.0,NG,0,NG,0,0,1682,1,1,Ex,5,872,1,Gd,3,0,8750,4,70.0,3,0,60,3,116.0,1,1,0,6,5,77,5,6,2,0,NPool,1,1,4,200500.0,8,0,1,7,804.0,0,0,1998,1998,2010
872,910,0,0,1,3,0,TA,0,0.0,0.0,6,6,0.0,0.0,TA,105.0,1,2,2,4,150,TA,Gd,14,15,1,NFQu,0,4,1,6,414.0,2.0,NG,0,NG,0,0,910,0,1,Gd,2,873,1,Gd,3,0,8892,0,74.0,3,0,20,3,0.0,3,1,0,10,12,0,7,5,2,0,NPool,1,1,4,116000.0,8,0,1,5,105.0,0,196,1953,1996,2008
873,1036,0,0,1,3,0,TA,3,375.0,0.0,5,6,0.0,0.0,TA,457.0,1,2,2,4,0,TA,Gd,6,6,4,Gd,1,1,1,6,288.0,1.0,NG,0,NG,0,0,1268,0,1,Gd,2,874,1,TA,3,0,12144,4,60.0,3,232,40,3,0.0,3,2,0,9,12,28,7,5,2,0,NPool,1,1,4,133000.0,8,0,1,6,832.0,0,0,1949,1950,2009
874,676,455,0,1,3,0,TA,3,0.0,0.0,6,6,0.0,0.0,TA,676.0,1,0,2,4,0,TA,TA,13,14,4,NFQu,0,1,1,6,200.0,1.0,NG,0,NG,0,0,1131,1,1,Ex,0,875,1,TA,3,0,5720,4,52.0,3,0,50,4,0.0,3,1,0,8,17,0,6,5,2,0,NPool,1,1,0,66500.0,8,0,1,5,676.0,0,26,1941,1950,2009
875,1184,1426,0,1,4,0,TA,0,64.0,0.0,2,6,0.0,0.0,Gd,1120.0,1,2,2,4,0,TA,Gd,5,5,4,Gd,1,2,2,6,550.0,2.0,NG,0,NG,0,0,2610,1,1,Ex,5,876,1,Ex,3,0,9000,4,75.0,3,0,60,1,0.0,3,1,0,8,21,364,5,8,2,0,NPool,1,1,5,303477.0,6,0,1,11,1184.0,0,208,2007,2007,2007
876,1040,0,0,1,3,0,TA,1,633.0,0.0,0,6,1.0,0.0,TA,431.0,1,2,2,4,0,TA,TA,6,10,4,NFQu,0,2,1,6,648.0,2.0,NG,0,NG,0,0,1040,0,1,Gd,2,877,1,TA,1,1,25286,4,94.0,3,0,20,3,0.0,3,1,0,1,11,0,5,4,2,0,NPool,1,1,4,132250.0,8,0,1,5,1064.0,0,0,1963,1963,2007
877,1462,762,0,1,4,0,TA,3,1170.0,0.0,2,6,1.0,0.0,Ex,292.0,1,2,2,4,0,TA,Gd,12,13,4,Gd,1,2,2,6,738.0,3.0,NG,0,NG,0,0,2224,1,1,Ex,5,878,1,Ex,3,0,8834,4,74.0,3,0,60,3,216.0,4,1,0,6,16,0,5,9,2,0,NPool,1,3,4,350000.0,8,0,1,10,1462.0,0,184,2004,2005,2009
878,1155,0,0,1,3,0,TA,0,899.0,0.0,0,6,1.0,0.0,TA,210.0,1,2,2,4,0,TA,TA,6,6,2,NFQu,0,1,1,3,576.0,2.0,NG,0,NG,0,0,1155,0,1,TA,6,879,1,Gd,3,0,11782,4,88.0,0,0,85,3,0.0,3,3,400,6,19,0,7,5,2,0,NPool,1,1,4,148000.0,8,0,1,6,1109.0,0,192,1961,1995,2010
879,864,0,0,1,3,0,TA,3,646.0,0.0,0,6,1.0,0.0,TA,218.0,1,2,2,4,0,Gd,Gd,12,13,1,NFQu,0,1,1,6,336.0,1.0,NG,0,NG,0,0,864,0,1,Ex,2,880,1,TA,3,0,7000,1,68.0,0,0,20,3,90.0,1,1,0,7,5,0,8,5,2,0,NPool,1,1,4,136500.0,8,0,1,6,864.0,0,0,1978,2005,2009
880,1090,0,0,1,2,0,Gd,3,980.0,0.0,0,6,1.0,0.0,Ex,110.0,1,2,2,4,0,TA,TA,12,13,4,NFQu,0,2,1,6,450.0,2.0,NG,0,NG,0,0,1090,1,1,Gd,2,881,1,TA,3,0,7024,4,60.0,3,0,20,3,0.0,3,1,0,6,7,49,5,5,2,0,NPool,1,1,4,157000.0,8,0,1,5,1090.0,0,0,2005,2006,2007
881,1187,530,0,1,3,0,TA,2,902.0,0.0,3,6,0.0,0.0,Gd,254.0,1,2,2,4,0,Gd,Gd,6,6,4,TA,1,1,2,6,400.0,2.0,NG,0,NG,0,0,1717,1,1,Ex,0,882,1,Gd,3,0,13758,1,44.0,0,0,50,3,117.0,1,1,0,4,23,36,5,7,2,0,NPool,1,1,4,187500.0,8,0,1,7,1156.0,0,168,1990,1991,2007
882,808,785,0,1,3,0,TA,3,0.0,0.0,6,6,0.0,0.0,Gd,808.0,1,2,2,4,0,TA,TA,12,13,2,TA,1,2,2,6,389.0,2.0,NG,0,NG,0,0,1593,1,1,Gd,5,883,1,TA,3,0,9636,0,68.0,0,0,60,3,0.0,3,1,0,12,8,40,5,6,2,0,NPool,1,1,4,178000.0,8,0,1,7,808.0,0,342,1992,1993,2009
883,954,795,0,1,5,0,Fa,3,0.0,0.0,6,6,1.0,0.0,TA,795.0,0,2,2,4,0,TA,Gd,13,14,4,NFQu,0,2,1,6,440.0,1.0,NG,0,NG,0,0,2230,0,1,TA,3,884,1,TA,0,0,6204,4,60.0,3,481,75,3,0.0,3,1,0,3,18,188,5,4,2,0,NPool,1,1,4,118500.0,8,0,1,10,795.0,0,0,1912,1950,2006
884,892,0,0,1,3,0,TA,3,432.0,0.0,1,6,0.0,0.0,TA,460.0,1,2,2,4,0,TA,TA,6,6,1,NFQu,0,1,1,6,288.0,1.0,NG,0,NG,0,0,892,0,1,TA,2,885,1,TA,3,0,7150,4,65.0,3,0,20,3,60.0,1,1,0,7,12,0,5,5,2,0,NPool,1,1,4,100000.0,8,0,1,5,892.0,0,0,1967,1967,2009
885,1709,0,0,1,2,4,TA,0,1238.0,0.0,2,6,1.0,0.0,Ex,460.0,1,2,2,4,0,TA,Gd,8,8,4,TA,1,2,2,6,506.0,2.0,NG,0,NG,0,0,1709,0,1,Ex,2,886,1,Gd,3,0,5119,1,50.0,0,0,120,1,60.0,1,1,0,1,21,65,5,9,2,0,NPool,1,1,0,328900.0,1,0,1,5,1698.0,0,97,1999,2000,2008
886,1712,0,0,1,4,2,TA,3,528.0,0.0,3,6,0.0,0.0,TA,1098.0,1,2,2,4,0,TA,TA,8,8,4,NFQu,0,1,2,6,588.0,2.0,NG,0,NG,0,0,1712,0,1,Ex,2,887,2,TA,3,0,8393,0,70.0,3,0,90,3,122.0,1,1,0,6,12,54,5,5,2,0,NPool,1,1,3,145000.0,8,0,1,8,1626.0,0,272,1959,2005,2006
