,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
706,707,20,5,,115149,2,,2,1,2,3,1,9,9,8,5,8,7,5,1971,2002,6,8,11,12,2.0,351.0,4,5,5,3.0,4.0,2.0,5.0,1219,6.0,0,424,1643,6,4,2,5.0,1824,0,0,1824,1,0,2,0,2,1,3,5,7,2,4.0,6.0,1971.0,3.0,2,739,5.0,5.0,3,380,48,0,0,0,0,,,,0,6,2007,9,6,302000
707,708,120,5,48.0,6240,2,,4,4,2,5,3,19,9,8,4,8,8,5,2006,2006,5,8,13,15,3.0,176.0,3,5,6,3.0,4.0,4.0,5.0,863,6.0,0,461,1324,6,5,2,5.0,1324,0,0,1324,1,0,2,0,2,1,3,6,7,1,5.0,6.0,2006.0,1.0,2,550,5.0,5.0,3,192,38,0,0,0,0,,,,0,12,2009,9,6,254000
708,709,60,5,65.0,9018,2,,3,4,2,5,3,20,9,8,5,7,7,5,2007,2007,5,8,15,16,4.0,0.0,3,5,6,3.0,4.0,3.0,6.0,0,6.0,0,728,728,6,5,2,5.0,728,728,0,1456,0,0,2,1,3,1,3,8,7,1,5.0,6.0,2007.0,1.0,2,400,5.0,5.0,3,100,24,0,0,0,0,,,,0,7,2007,8,5,179540
709,710,20,5,,7162,2,,3,4,2,5,3,18,9,8,5,8,5,7,1966,1966,6,8,14,14,1.0,41.0,4,5,6,4.0,4.0,4.0,6.0,0,6.0,0,876,876,6,4,2,5.0,904,0,0,904,0,0,1,0,3,1,4,6,7,0,,6.0,1966.0,3.0,1,408,5.0,5.0,3,0,0,0,0,0,0,,MnPrv,,0,12,2008,9,4,109900
710,711,30,5,56.0,4130,2,,3,4,2,5,3,15,9,8,5,8,3,6,1935,2003,6,8,15,16,4.0,0.0,3,5,5,4.0,4.0,4.0,6.0,0,6.0,0,270,270,6,3,2,5.0,729,0,0,729,0,0,1,0,2,1,4,5,2,0,,,,,0,0,,,2,0,0,0,0,0,0,,,,0,7,2008,9,6,52000
711,712,50,1,66.0,8712,2,1.0,4,2,2,5,2,10,9,8,5,6,4,7,1900,1950,6,8,13,15,4.0,0.0,4,5,2,4.0,4.0,1.0,6.0,0,6.0,0,859,859,6,3,2,5.0,859,319,0,1178,0,0,1,0,2,1,4,7,7,0,,5.0,1964.0,2.0,1,384,5.0,5.0,2,68,0,98,0,0,0,,,,0,1,2010,9,4,102776
712,713,120,5,40.0,4671,2,,3,2,2,5,3,7,9,8,4,8,8,5,1988,1989,6,8,14,14,4.0,0.0,3,5,6,3.0,4.0,1.0,5.0,767,6.0,0,461,1228,6,3,2,5.0,1228,0,0,1228,1,0,2,0,2,1,3,5,7,1,5.0,6.0,1988.0,1.0,2,472,5.0,5.0,3,168,120,0,0,0,0,,,,0,10,2008,9,6,189000
713,714,190,5,60.0,9873,2,,4,4,2,5,3,15,6,8,1,8,4,5,1970,1970,6,8,14,14,3.0,160.0,4,5,5,4.0,4.0,3.0,4.0,789,6.0,0,171,960,5,4,1,5.0,960,0,0,960,1,0,1,0,3,1,4,6,7,0,,5.0,1970.0,3.0,2,576,5.0,5.0,3,0,288,0,0,0,0,,,,0,5,2006,9,6,129000
714,715,60,5,,13517,2,,3,4,2,3,3,18,4,8,5,7,6,8,1976,2005,6,8,14,12,3.0,289.0,3,5,5,4.0,4.0,4.0,5.0,533,6.0,0,192,725,6,5,2,5.0,725,754,0,1479,0,0,2,1,3,1,3,6,7,0,,6.0,1976.0,2.0,2,475,5.0,5.0,3,0,44,0,0,0,0,,,,0,3,2010,9,6,130500
715,716,20,5,78.0,10140,2,,4,4,2,5,3,17,9,8,5,8,6,5,1974,1974,5,8,14,14,3.0,174.0,4,5,5,3.0,4.0,4.0,6.0,0,6.0,0,1064,1064,6,4,2,5.0,1350,0,0,1350,0,0,2,0,3,1,4,7,7,1,4.0,6.0,1974.0,2.0,2,478,5.0,5.0,3,0,0,0,0,0,0,,MnPrv,,0,8,2009,9,6,165000
716,717,70,4,60.0,10800,2,2.0,4,3,2,5,3,23,9,8,5,7,7,8,1890,1998,6,8,12,16,4.0,0.0,4,4,4,4.0,4.0,4.0,6.0,0,6.0,0,718,718,6,5,2,5.0,1576,978,0,2554,0,0,1,1,3,1,4,8,7,0,,5.0,1996.0,3.0,2,704,5.0,5.0,1,0,48,143,0,0,0,,,,0,7,2007,9,6,159500
717,718,20,5,80.0,10000,2,,4,4,2,5,3,17,9,8,5,8,5,6,1973,2000,6,8,14,14,4.0,0.0,4,5,5,3.0,4.0,4.0,3.0,1084,6.0,0,92,1176,6,3,2,5.0,1178,0,0,1178,0,1,1,1,3,1,3,5,7,1,3.0,6.0,1973.0,3.0,2,439,5.0,5.0,3,224,0,0,0,0,0,,MnPrv,,0,11,2008,9,6,157000
718,719,60,5,96.0,10542,2,,4,4,2,5,3,12,9,8,5,7,7,5,1993,1994,5,8,12,6,3.0,651.0,3,5,6,3.0,4.0,2.0,5.0,1173,6.0,0,138,1311,6,5,2,5.0,1325,1093,0,2418,1,0,2,1,3,1,3,9,7,1,4.0,6.0,1993.0,2.0,3,983,5.0,5.0,3,250,154,216,0,0,0,,,,0,8,2008,9,6,341000
719,720,20,5,69.0,9920,2,,3,4,2,5,3,24,9,8,5,8,5,6,1969,1969,6,8,14,12,4.0,0.0,4,5,5,3.0,4.0,2.0,4.0,523,6.0,0,448,971,6,4,2,5.0,971,0,0,971,0,0,1,1,3,1,4,5,7,1,1.0,6.0,1969.0,3.0,1,300,5.0,5.0,3,0,0,0,0,0,0,,,,0,5,2006,9,6,128500
720,721,120,5,,6563,2,,3,1,2,3,2,7,9,8,5,8,8,5,1985,1985,6,8,14,14,4.0,0.0,3,5,6,3.0,4.0,2.0,5.0,1148,6.0,0,594,1742,6,4,2,5.0,1742,0,0,1742,1,0,2,0,2,1,3,5,7,1,4.0,6.0,1985.0,2.0,2,564,5.0,5.0,3,114,28,234,0,0,0,,,,0,12,2006,9,6,275000
721,722,120,4,,4426,2,,4,4,2,5,3,24,9,8,4,8,6,5,2004,2004,6,8,15,16,3.0,169.0,3,5,6,3.0,4.0,3.0,5.0,662,6.0,0,186,848,6,5,2,5.0,848,0,0,848,1,0,1,0,1,1,3,3,7,0,,6.0,2004.0,2.0,2,420,5.0,5.0,3,160,0,0,0,0,0,,,,0,5,2010,9,6,143000
722,723,20,5,70.0,8120,2,,4,4,2,5,3,25,9,8,5,8,4,7,1970,1970,6,8,13,15,4.0,0.0,4,4,5,4.0,4.0,4.0,4.0,191,6.0,0,673,864,6,5,2,5.0,864,0,0,864,0,0,1,0,3,1,4,5,7,0,,5.0,1994.0,3.0,2,463,5.0,5.0,3,0,0,0,0,0,0,,,,0,7,2009,9,6,124500
723,724,50,5,60.0,8172,2,,4,4,2,5,3,22,9,8,5,6,4,6,1954,1972,6,8,13,15,4.0,0.0,4,5,6,4.0,4.0,4.0,6.0,0,6.0,0,941,941,6,5,2,5.0,997,473,0,1470,0,0,2,0,4,1,4,7,7,0,,5.0,1958.0,3.0,1,548,5.0,5.0,3,0,0,0,0,156,0,,,,0,5,2008,9,6,135000
724,725,20,5,86.0,13286,2,,3,4,2,5,3,22,9,8,5,8,9,5,2007,2008,5,8,10,11,2.0,340.0,2,5,6,2.0,4.0,4.0,5.0,1234,6.0,0,464,1698,6,5,2,5.0,1698,0,0,1698,1,0,2,0,3,1,2,8,7,1,5.0,6.0,2007.0,1.0,3,768,5.0,5.0,3,327,64,0,0,0,0,,,,0,2,2009,9,6,320000
725,726,20,5,60.0,6960,2,,4,4,2,5,3,25,9,8,5,8,4,6,1970,1970,6,8,14,12,4.0,0.0,4,5,5,4.0,4.0,4.0,4.0,375,3.0,239,250,864,6,4,2,5.0,864,0,0,864,0,0,1,0,3,1,3,5,7,0,,5.0,1989.0,3.0,2,660,5.0,5.0,3,96,0,0,0,0,0,,,Shed,500,11,2009,9,6,120500
726,727,20,5,,21695,2,,3,4,2,4,3,14,9,8,5,8,6,9,1988,2007,5,8,12,12,3.0,260.0,3,4,5,3.0,4.0,4.0,5.0,808,6.0,0,72,880,6,5,2,5.0,1680,0,0,1680,1,0,2,0,3,1,3,5,7,1,5.0,6.0,1988.0,1.0,2,540,5.0,5.0,3,292,44,0,182,0,0,,,,0,12,2009,9,6,222000
727,728,20,5,64.0,7314,2,,4,4,2,5,3,24,9,8,5,8,7,5,2007,2007,6,8,15,16,2.0,82.0,3,5,6,3.0,4.0,3.0,5.0,724,6.0,0,508,1232,6,5,2,5.0,1232,0,0,1232,1,0,2,0,2,1,3,6,7,0,,6.0,2007.0,2.0,2,632,5.0,5.0,3,132,0,0,0,0,0,,,,0,2,2009,9,6,194500
728,729,90,5,85.0,11475,2,,4,4,2,4,3,25,9,8,3,8,5,5,1958,1958,6,8,15,16,3.0,95.0,4,5,5,4.0,4.0,4.0,6.0,0,6.0,0,1584,1584,6,4,2,5.0,1776,0,0,1776,1,0,2,0,4,2,4,9,7,0,,5.0,1968.0,3.0,3,888,5.0,5.0,3,0,25,0,0,0,0,,,,0,7,2009,7,4,110000
729,730,30,4,52.0,6240,2,2.0,4,4,2,5,3,10,9,8,5,6,4,5,1925,1950,6,8,13,15,4.0,0.0,4,5,5,4.0,4.0,4.0,3.0,152,6.0,0,628,780,6,4,2,4.0,848,0,360,1208,0,0,1,0,2,1,4,5,7,0,,5.0,1962.0,3.0,2,539,5.0,5.0,3,0,23,112,0,0,0,,,,0,1,2009,9,6,103000
730,731,120,5,39.0,5389,2,,3,4,2,5,3,7,9,8,4,8,8,5,1995,1996,6,8,10,11,4.0,0.0,3,5,6,3.0,4.0,4.0,5.0,1180,6.0,0,415,1595,6,5,2,5.0,1616,0,0,1616,1,0,2,0,2,1,3,5,7,1,4.0,6.0,1995.0,2.0,2,608,5.0,5.0,3,237,152,0,0,0,0,,,,0,3,2010,9,6,236500
731,732,80,5,73.0,9590,2,,3,4,2,4,3,11,9,8,5,5,7,5,2003,2003,6,8,15,16,3.0,442.0,3,5,6,2.0,4.0,3.0,5.0,786,6.0,0,82,868,6,5,2,5.0,1146,0,0,1146,1,0,2,0,3,1,3,6,7,1,5.0,6.0,2003.0,1.0,2,438,5.0,5.0,3,160,22,0,0,0,0,,,,0,5,2007,9,6,187500
732,733,60,5,75.0,11404,2,,3,4,2,5,3,24,9,8,5,7,7,5,1998,1999,6,8,15,16,3.0,202.0,3,5,6,3.0,4.0,3.0,4.0,252,6.0,0,901,1153,6,5,2,5.0,1153,878,0,2031,0,0,2,1,3,1,3,8,7,1,4.0,6.0,1998.0,1.0,2,541,5.0,5.0,3,192,84,0,0,0,0,,,,0,7,2008,9,6,222500
733,734,20,5,80.0,10000,2,,4,4,2,4,3,18,8,8,5,8,5,6,1961,1983,5,8,14,14,4.0,0.0,4,5,5,4.0,4.0,4.0,3.0,594,6.0,0,270,864,6,5,2,5.0,1144,0,0,1144,1,0,1,0,3,1,4,6,7,1,4.0,6.0,1961.0,2.0,1,264,5.0,5.0,3,165,0,0,0,0,0,,GdWo,Shed,400,3,2009,9,6,131400
734,735,20,5,,8978,2,,3,4,2,4,3,18,9,8,5,8,5,5,1968,1968,6,8,11,12,4.0,0.0,4,5,6,4.0,4.0,4.0,6.0,0,6.0,0,948,948,6,4,2,5.0,948,0,0,948,0,0,1,0,3,1,4,6,7,0,,6.0,1968.0,3.0,1,300,5.0,5.0,3,147,0,0,0,0,0,,,,0,5,2007,9,3,108000
735,736,75,4,60.0,10800,2,,4,4,2,5,3,23,9,8,5,2,7,7,1914,1970,6,8,12,13,4.0,0.0,4,5,4,3.0,4.0,1.0,2.0,390,6.0,0,490,880,5,2,1,5.0,880,888,0,1768,0,0,1,1,2,1,4,6,7,2,4.0,5.0,1914.0,3.0,2,320,5.0,5.0,2,0,341,0,0,0,0,,,,0,10,2006,9,6,163000
736,737,90,5,60.0,8544,2,,4,4,2,5,3,25,9,8,3,8,3,4,1950,1950,6,8,7,4,4.0,0.0,4,5,5,,,,,0,,0,0,0,6,3,1,3.0,1040,0,0,1040,0,0,2,0,2,2,4,6,7,0,,5.0,1949.0,3.0,2,400,5.0,5.0,3,0,0,0,0,0,0,,,,0,7,2006,9,6,93500
737,738,60,5,72.0,10463,2,,3,2,2,3,3,20,9,8,5,7,8,5,2005,2005,6,8,15,16,4.0,0.0,3,5,6,3.0,4.0,4.0,6.0,0,6.0,0,893,893,6,5,2,5.0,901,900,0,1801,0,0,2,1,3,1,3,8,7,1,5.0,6.0,2005.0,1.0,3,800,5.0,5.0,3,0,116,0,0,0,0,,,,0,6,2006,9,6,239900
738,739,90,5,60.0,10800,2,,4,4,2,5,3,22,9,8,3,8,5,5,1987,1988,6,8,11,12,4.0,0.0,4,5,5,3.0,3.0,2.0,5.0,1200,6.0,0,0,1200,6,4,2,5.0,1200,0,0,1200,3,0,3,0,3,1,4,5,7,0,,,,,0,0,,,3,120,0,0,0,0,0,,,,0,3,2009,9,2,179000
739,740,60,5,65.0,9313,2,,3,4,2,5,3,24,9,8,5,7,7,5,2004,2004,6,8,15,16,4.0,0.0,3,5,6,3.0,4.0,4.0,6.0,0,6.0,0,864,864,6,5,2,5.0,864,864,0,1728,0,0,2,1,3,1,3,7,7,0,,6.0,2004.0,2.0,2,572,5.0,5.0,3,187,56,0,0,0,0,,,,0,4,2009,9,6,190000
740,741,70,4,60.0,9600,2,2.0,4,4,2,5,3,23,9,8,5,7,5,7,1910,2002,6,8,12,10,4.0,0.0,4,4,4,1.0,2.0,4.0,6.0,0,6.0,0,264,264,6,5,2,5.0,768,664,0,1432,0,0,2,0,2,1,4,7,7,0,,5.0,1910.0,3.0,2,360,5.0,3.0,3,270,0,112,0,0,0,,GdPrv,,0,5,2007,9,4,132000
741,742,20,5,65.0,6768,2,,3,4,2,5,3,18,8,8,5,8,6,8,1961,1996,5,8,14,14,4.0,0.0,4,4,5,4.0,4.0,1.0,5.0,832,6.0,0,80,912,6,3,2,5.0,912,0,0,912,1,1,1,0,3,1,3,5,7,0,,5.0,1962.0,3.0,1,288,5.0,5.0,3,168,0,0,0,0,0,,GdPrv,,0,5,2008,9,6,142000
742,743,20,5,65.0,8450,2,,4,4,2,5,3,16,9,8,5,8,7,5,2000,2001,6,8,15,16,3.0,108.0,4,5,6,3.0,4.0,4.0,6.0,0,6.0,0,1349,1349,6,5,2,5.0,1349,0,0,1349,0,0,2,0,3,1,4,6,7,0,,6.0,2000.0,3.0,2,539,5.0,5.0,3,120,55,0,0,0,0,,GdPrv,,0,12,2007,9,6,179000
743,744,80,5,70.0,12886,2,,3,4,2,5,3,18,9,8,5,5,5,6,1963,1999,6,8,14,14,4.0,0.0,4,5,5,3.0,4.0,3.0,4.0,444,6.0,0,76,520,6,5,2,5.0,1464,0,0,1464,0,1,2,0,3,1,4,6,6,1,4.0,6.0,1997.0,2.0,2,480,5.0,5.0,3,302,0,0,0,100,0,,,,0,10,2009,9,6,175000
744,745,120,5,41.0,5395,2,,3,2,2,5,3,7,9,8,4,8,8,5,1993,1993,6,8,14,14,4.0,0.0,3,5,6,3.0,4.0,4.0,5.0,733,6.0,0,604,1337,6,3,2,5.0,1337,0,0,1337,1,0,2,0,2,1,3,5,7,1,4.0,6.0,1993.0,2.0,2,462,5.0,5.0,3,96,0,70,168,0,0,,,,0,10,2008,9,6,180000
745,746,60,5,,8963,2,,3,4,2,5,3,17,9,8,5,7,8,9,1976,1996,5,8,15,16,3.0,289.0,2,4,5,4.0,3.0,4.0,5.0,575,2.0,80,487,1142,6,5,2,5.0,1175,1540,0,2715,0,1,3,1,4,1,3,11,7,2,4.0,4.0,1994.0,1.0,2,831,5.0,5.0,3,0,204,0,0,0,0,,,,0,7,2008,9,6,299800
746,747,60,5,,8795,2,,3,4,2,5,3,20,9,8,5,7,7,5,2000,2000,6,8,15,16,4.0,0.0,3,5,6,3.0,4.0,4.0,5.0,300,6.0,0,652,952,6,5,2,5.0,980,1276,0,2256,0,0,2,1,4,1,3,8,7,1,4.0,4.0,2000.0,1.0,2,554,5.0,5.0,3,224,54,0,0,0,0,,,,0,4,2009,9,6,236000
747,748,70,4,65.0,11700,2,1.0,3,4,2,4,3,23,9,8,5,7,7,7,1880,2003,2,8,7,9,4.0,0.0,3,5,2,4.0,2.0,4.0,6.0,0,6.0,0,1240,1240,5,4,1,5.0,1320,1320,0,2640,0,0,1,1,4,1,3,8,7,1,5.0,5.0,1950.0,3.0,4,864,5.0,5.0,2,181,0,386,0,0,0,,,,0,5,2009,9,6,265979
748,749,20,5,59.0,10593,2,,3,4,2,5,3,12,9,8,5,8,7,5,1996,1996,5,8,15,16,3.0,338.0,3,5,6,3.0,4.0,4.0,5.0,919,6.0,0,801,1720,6,5,2,5.0,1720,0,0,1720,1,0,2,0,3,1,3,7,7,1,4.0,6.0,1996.0,1.0,2,527,5.0,5.0,3,240,56,154,0,0,0,,,,0,3,2010,9,6,260400
749,750,50,5,50.0,8405,2,,4,4,2,5,3,22,9,8,5,6,4,3,1945,1950,6,8,8,10,4.0,0.0,4,5,3,,,,,0,,0,0,0,3,4,1,3.0,1088,441,0,1529,0,0,2,0,4,1,4,9,4,0,,5.0,1945.0,3.0,1,240,5.0,5.0,2,92,0,185,0,0,0,,,,0,4,2009,9,6,98000
750,751,50,4,55.0,8800,2,2.0,4,4,2,4,3,23,9,8,5,6,4,7,1910,2004,6,8,12,13,4.0,0.0,4,5,4,4.0,2.0,4.0,6.0,0,6.0,0,576,576,6,3,2,5.0,792,348,0,1140,0,0,1,0,3,1,4,7,6,0,,,,,0,0,,,2,0,160,0,0,0,0,,,,0,6,2010,9,6,96500
751,752,60,5,,7750,2,,4,4,2,5,3,20,6,8,5,7,7,5,2003,2003,6,8,15,16,4.0,0.0,3,5,6,3.0,4.0,4.0,6.0,0,6.0,0,660,660,6,5,2,5.0,660,660,0,1320,0,0,2,1,3,1,3,6,7,0,,6.0,2003.0,1.0,2,400,5.0,5.0,3,0,48,0,0,0,0,,,,0,8,2007,9,6,162000
752,753,20,5,79.0,9236,2,,3,4,2,5,3,24,9,8,5,8,6,5,1997,1997,6,8,15,16,4.0,0.0,4,4,6,3.0,4.0,2.0,5.0,1200,6.0,0,279,1479,6,5,2,5.0,1494,0,0,1494,1,0,2,0,3,1,3,6,7,0,,6.0,1997.0,2.0,2,576,5.0,5.0,3,168,27,0,0,0,0,,,,0,7,2006,9,6,217000
753,754,60,5,80.0,10240,2,,4,4,2,5,3,19,9,8,5,7,8,5,2005,2005,6,8,15,16,3.0,178.0,3,5,6,3.0,4.0,1.0,6.0,0,6.0,0,1030,1030,6,3,2,5.0,1038,1060,0,2098,0,0,2,1,3,1,2,8,7,1,5.0,6.0,2005.0,2.0,3,878,5.0,5.0,3,192,52,0,0,0,0,,,,0,3,2006,9,6,275500
754,755,20,5,61.0,7930,2,,4,4,2,5,3,25,9,8,5,8,6,8,1969,2005,6,8,11,12,4.0,0.0,4,5,5,4.0,4.0,4.0,5.0,439,4.0,472,115,1026,6,3,2,5.0,1026,0,0,1026,1,0,1,0,3,1,3,5,7,0,,5.0,1969.0,2.0,2,440,5.0,5.0,3,171,48,0,0,0,0,,,,0,7,2009,9,6,156000
755,756,160,3,34.0,3230,2,1.0,4,4,2,5,3,21,9,8,4,7,6,5,1999,1999,6,8,13,15,3.0,894.0,4,5,6,3.0,4.0,4.0,5.0,381,6.0,0,348,729,6,3,2,5.0,742,729,0,1471,0,0,2,1,3,1,4,6,7,0,,5.0,1999.0,3.0,2,440,5.0,5.0,3,0,24,0,0,0,0,,,,0,3,2009,9,6,172500
756,757,60,5,68.0,10769,2,,3,4,2,5,3,24,9,8,5,7,8,5,2007,2007,6,8,15,16,4.0,0.0,3,5,6,3.0,4.0,3.0,5.0,20,6.0,0,846,866,6,5,2,5.0,866,902,0,1768,0,0,2,1,3,1,3,7,7,0,,6.0,2007.0,2.0,2,578,5.0,5.0,3,144,105,0,0,0,0,,,,0,4,2009,9,6,212000
757,758,60,5,,11616,2,,3,4,2,3,3,18,9,8,5,7,6,5,1978,1978,5,8,14,14,1.0,328.0,4,5,5,4.0,4.0,1.0,2.0,438,6.0,0,234,672,6,4,2,5.0,672,714,0,1386,0,0,2,1,3,1,4,6,7,1,4.0,6.0,1978.0,1.0,2,440,5.0,5.0,3,335,0,0,0,0,0,,GdPrv,,0,4,2010,9,4,158900
758,759,160,3,24.0,2280,2,1.0,4,4,2,5,3,21,9,8,2,7,7,5,1999,1999,6,8,13,15,3.0,360.0,4,5,6,3.0,4.0,4.0,4.0,549,6.0,0,195,744,6,3,2,5.0,757,744,0,1501,0,0,2,1,3,1,4,6,7,0,,5.0,1999.0,3.0,2,440,5.0,5.0,3,0,0,0,0,0,0,,,,0,8,2008,9,6,179400
759,760,60,5,65.0,12257,2,,3,4,2,5,3,12,9,8,5,7,8,5,1995,1995,6,8,15,16,3.0,513.0,3,5,6,3.0,4.0,3.0,1.0,56,2.0,64,1198,1318,6,5,2,5.0,1328,1203,0,2531,0,0,2,1,4,1,3,9,7,1,4.0,6.0,1995.0,2.0,3,752,5.0,5.0,3,222,98,0,0,0,0,,,,0,11,2007,9,6,290000
760,761,20,5,70.0,9100,2,,4,4,2,5,3,25,9,8,5,8,6,6,1959,1959,5,8,12,13,4.0,0.0,4,5,5,4.0,4.0,4.0,2.0,612,6.0,0,252,864,6,5,2,5.0,864,0,0,864,0,0,1,0,2,1,4,5,7,0,,5.0,2008.0,3.0,1,300,1.0,1.0,3,0,0,0,0,0,0,,,Shed,450,10,2009,9,6,127500
761,762,30,4,60.0,6911,2,,4,4,2,2,3,15,8,8,5,8,5,5,1924,1950,6,8,12,13,4.0,0.0,4,5,6,4.0,4.0,1.0,1.0,405,6.0,0,740,1145,6,4,2,5.0,1301,0,0,1301,0,0,1,0,2,1,1,5,5,0,,5.0,1965.0,3.0,2,440,5.0,5.0,3,0,0,0,0,0,0,,,,0,10,2009,9,6,100000
762,763,60,3,72.0,8640,2,,4,4,2,5,3,21,9,8,5,7,7,5,2009,2009,6,8,15,16,4.0,0.0,4,5,6,3.0,4.0,1.0,5.0,24,6.0,0,732,756,6,5,2,5.0,764,783,0,1547,0,0,2,1,3,1,3,7,7,0,,6.0,2009.0,3.0,2,614,5.0,5.0,3,169,45,0,0,0,0,,,,0,6,2010,1,6,215200
763,764,60,5,82.0,9430,2,,4,4,2,5,3,12,9,8,5,7,8,5,1999,1999,6,8,15,16,3.0,673.0,3,5,6,3.0,4.0,1.0,5.0,1163,6.0,0,89,1252,6,5,2,5.0,1268,1097,0,2365,1,0,2,1,3,1,3,8,7,1,5.0,6.0,1999.0,2.0,3,856,5.0,5.0,3,0,128,0,0,180,0,,,,0,7,2009,9,6,337000
764,765,120,5,30.0,9549,2,,3,4,2,3,3,3,9,8,4,8,8,5,1995,1996,5,8,9,8,4.0,0.0,3,4,6,3.0,3.0,3.0,1.0,437,1.0,1057,0,1494,6,5,2,5.0,1494,0,0,1494,1,0,1,1,2,1,2,6,7,1,5.0,6.0,1995.0,1.0,2,481,5.0,5.0,3,0,30,0,0,216,0,,,,0,4,2006,9,6,270000
765,766,20,5,75.0,14587,2,,3,4,2,5,3,21,9,8,5,8,9,5,2008,2008,6,8,15,16,2.0,284.0,3,5,6,3.0,4.0,4.0,6.0,0,6.0,0,1498,1498,6,5,2,5.0,1506,0,0,1506,0,0,2,0,2,1,2,6,7,1,5.0,6.0,2008.0,1.0,2,592,5.0,5.0,3,0,174,0,0,0,0,,,,0,8,2008,8,5,264132
766,767,60,5,80.0,10421,2,,4,4,2,5,3,17,9,8,5,7,7,5,1988,1988,6,8,14,14,3.0,42.0,4,5,5,3.0,4.0,4.0,5.0,394,6.0,0,586,980,6,4,2,5.0,980,734,0,1714,0,0,2,1,3,1,4,7,7,1,4.0,6.0,1988.0,3.0,2,496,5.0,5.0,3,228,66,156,0,0,0,,MnPrv,Shed,500,3,2010,9,6,196500
767,768,50,5,75.0,12508,2,,3,4,2,5,3,13,9,8,5,6,6,7,1940,1985,6,8,15,16,4.0,0.0,4,5,5,3.0,4.0,1.0,4.0,660,6.0,0,323,983,6,5,2,5.0,983,767,0,1750,1,0,2,0,4,1,4,7,4,0,,6.0,1989.0,3.0,1,423,5.0,5.0,3,245,0,156,0,0,0,,,Shed,1300,7,2008,9,6,160000
768,769,20,5,70.0,9100,2,,4,4,2,5,3,24,9,8,5,8,7,5,2004,2005,5,8,15,16,4.0,0.0,3,5,6,3.0,4.0,4.0,5.0,24,6.0,0,1836,1860,6,5,2,5.0,1836,0,0,1836,0,0,2,0,3,1,3,8,7,1,5.0,6.0,2004.0,1.0,2,484,5.0,5.0,3,120,33,0,0,0,0,,,,0,10,2006,9,6,216837
769,770,60,5,47.0,53504,2,,2,2,2,3,2,7,9,8,5,7,8,5,2003,2003,5,8,10,10,3.0,603.0,2,5,6,3.0,4.0,2.0,4.0,1416,6.0,0,234,1650,6,5,2,5.0,1690,1589,0,3279,1,0,3,1,4,1,2,12,4,1,5.0,4.0,2003.0,1.0,3,841,5.0,5.0,3,503,36,0,0,210,0,,,,0,6,2010,9,6,538000
770,771,85,5,,7252,2,,3,4,2,3,3,18,9,8,5,4,5,5,1982,1982,5,8,12,13,4.0,0.0,4,5,5,3.0,4.0,3.0,5.0,685,6.0,0,173,858,6,4,2,5.0,858,0,0,858,1,0,1,0,2,1,4,5,7,0,,5.0,1983.0,3.0,2,576,5.0,5.0,3,120,0,0,0,0,0,,,,0,4,2009,9,6,134900
771,772,20,5,67.0,8877,2,,4,4,2,5,3,22,9,8,5,8,4,5,1951,1951,6,8,12,13,4.0,0.0,4,5,5,1.0,2.0,4.0,1.0,836,6.0,0,0,836,6,4,2,3.0,1220,0,0,1220,0,0,1,0,2,1,4,6,7,0,,5.0,1951.0,3.0,2,396,5.0,5.0,3,0,0,0,0,0,0,,,,0,4,2006,7,6,102000
772,773,80,5,94.0,7819,2,,4,4,2,5,3,22,9,8,5,5,6,5,1976,1976,6,8,11,12,4.0,0.0,4,5,5,4.0,4.0,3.0,4.0,422,3.0,127,480,1029,6,4,2,5.0,1117,0,0,1117,1,0,1,0,3,1,4,6,7,1,4.0,5.0,1976.0,3.0,2,672,5.0,5.0,3,144,0,0,0,0,0,,MnPrv,,0,3,2010,9,4,107000
773,774,20,5,70.0,10150,2,,4,4,2,5,3,25,8,8,5,8,5,5,1958,1958,6,8,12,13,4.0,1.0,4,5,5,4.0,4.0,4.0,2.0,456,6.0,0,456,912,6,5,2,4.0,912,0,0,912,0,0,1,0,2,1,4,5,7,0,,6.0,1958.0,2.0,1,275,5.0,5.0,3,0,0,0,0,0,0,,,,0,7,2007,7,6,114500
